"urate.mean","urate.sd","urate.hd95.l","urate.hd95.u","urate.q5","urate.q95"
0.000458115875038905,2.67492380143311e-05,0.000403292496397442,0.000507210484204172,0.000414608019142113,0.000502002777992525
0.000500794839134533,2.98920960690312e-05,0.000445496634721127,0.000561224785420554,0.000453364833779638,0.000552461297498815
0.000475926858019428,2.89666420566364e-05,0.000418927928330391,0.000533415293081272,0.000429611241708328,0.000524733964760693
0.000529821734110338,4.27533256100412e-05,0.000452642546109351,0.000618610815181847,0.000464807116743824,0.000605392907570947
0.000530127006327698,4.2127527396479e-05,0.000452004464512811,0.000614870215229046,0.000464785336374809,0.000600752279539579
0.000498713724603204,3.64451499710293e-05,0.000431786279127208,0.000573538231597343,0.000443052598404558,0.000560160955192308
0.000459711650018925,3.74787036402101e-05,0.000392233244016204,0.0005383523937835,0.000401003842391726,0.000524749861115808
0.000474759046998741,3.82698307747718e-05,0.000402008065662282,0.000549732776615976,0.000413942650289083,0.000539582048569243
0.000411221180166923,3.62188011541086e-05,0.000339605366627072,0.000482607064826899,0.000354480180568191,0.000472835814319982
0.000503772769738545,3.76458653777907e-05,0.000427861536845554,0.000574684952810474,0.000443934947444083,0.000567528157334044
0.000541908056722922,3.97508944236923e-05,0.000467933889457709,0.000622402561549124,0.000480259256859704,0.000610609355763246
0.000471979587824989,4.47620284764477e-05,0.00038798392122729,0.000560853739826105,0.000403303469024801,0.000549312015600331
0.000528001162347332,4.49317206361657e-05,0.000444998958072951,0.000616697414114401,0.000459369875857819,0.000605592635899174
0.000530023771838213,4.77963339005128e-05,0.000433114189487953,0.000617041321887631,0.0004544914242401,0.000610300908362488
0.000535971970450721,4.20877634938434e-05,0.000455558246310315,0.000618903645721821,0.000470206542407193,0.000607317414937897
0.000492977601518134,5.16136660834046e-05,0.000396068415349035,0.000595956337535639,0.000414811726499443,0.000582370361363249
0.00059254280318069,5.23987584714881e-05,0.000490709169651993,0.000690591431791655,0.00051152767133857,0.000681555088148145
0.000553178226387363,5.40254075897985e-05,0.000449106324926488,0.000660135563481464,0.000469599310799209,0.000647829997394216
0.000523875409274186,5.36333526786297e-05,0.000427533346231911,0.000636084416491535,0.000442570075523045,0.000618817855715416
0.000523100857048141,5.86039338474452e-05,0.000410080538972116,0.000636488714522009,0.000433073961105809,0.000625378283586793
0.00042219408484038,4.06247975415836e-05,0.000347420336486788,0.000503473147628295,0.000359024598192705,0.000494202460201568
0.000507894492468919,5.44157624190863e-05,0.000407423840902216,0.000611643727443034,0.000428581625298764,0.000598847125828148
0.000509210024763707,7.16297279832788e-05,0.000380001596387429,0.000651085160327057,0.00040696063733913,0.000637440520954846
0.000489079494036267,6.27749108281101e-05,0.000377725720274168,0.000616524544088436,0.000399293816719129,0.000602906320452444
0.000528600929965133,6.00999643428886e-05,0.000418810564483721,0.000648973482366073,0.000438646421330576,0.000634936881658446
0.00051102709903749,5.86912186857164e-05,0.000403043289831486,0.000627591801907204,0.000424016946860803,0.00061303931483095
0.000544721259492208,7.22495042473238e-05,0.000411897039395246,0.00069089183382583,0.000436331492984473,0.000673286584924478
0.000573135690124064,7.9692886759266e-05,0.000433137539116558,0.000732085855404144,0.000460098949278819,0.00071143975794819
0.000490125341376865,6.34300309916257e-05,0.000369258032585128,0.000614771109347761,0.000395001914663568,0.000602795899410396
0.000556618189626937,7.53748825416795e-05,0.000421211440255716,0.000708216626469745,0.000444534338345579,0.000690985655134139
0.000457054518311238,5.84735550505527e-05,0.000354398454253977,0.00057649822677007,0.000371791648700638,0.000557788254716676
0.000534230743500305,9.93222001681275e-05,0.000361983203654926,0.000743320684789228,0.000395750806240238,0.000721114094430748
0.00045890956039314,5.94669306525714e-05,0.000354735087892393,0.000581265065601253,0.000372084207313505,0.000562627488453672
0.000472434624876199,6.38778387314107e-05,0.000348707427396106,0.000593864267328281,0.000377833984913787,0.000585682660852685
0.000534857516558366,6.35972057879769e-05,0.000418023712922306,0.000661774360145312,0.000438497717691824,0.000645163882964269
0.000452069903966744,6.29686281180435e-05,0.000342409487475859,0.000578719312119912,0.000364803568629732,0.000563966366779981
0.000534488701741877,6.45552290856255e-05,0.000422820060312633,0.000668730150338342,0.000442358669840916,0.000653539770469719
0.000542213003731726,7.8367854892397e-05,0.000400255482097102,0.000703037165953558,0.000429311413687063,0.000683962108115208
0.000490220310921472,6.9107552934404e-05,0.000366312006247357,0.000628435031323266,0.000395702301016484,0.00061612819151732
0.000491940514669409,6.70196025611197e-05,0.000363484220141549,0.000625827208384533,0.000390921442193369,0.000612281244538138
0.00059429949064723,8.92842300532987e-05,0.000443864818645092,0.00078196785950864,0.000466981577232859,0.000760024135515307
0.000551802559929288,6.01774953538246e-05,0.000439038730232333,0.000670963425638212,0.000459713735260143,0.000656290032043762
0.000660499513817096,0.000155037221850179,0.000433126536418292,0.000943628728335821,0.000477773617659875,0.00092838359098444
0.000563313723302267,8.68207774639752e-05,0.000408295123887023,0.000736950121227181,0.000441215964359001,0.000718058412507644
0.000617199128608655,8.68530756061633e-05,0.000458983004832097,0.00080464011759314,0.000491605034707835,0.000777202623147201
0.000568416746723016,7.74431836021951e-05,0.000433114793943645,0.000734254778437517,0.000459583033133778,0.000714750756319625
0.000601613202059735,9.12417183183408e-05,0.000445278599081898,0.000793457082878343,0.000469085955634312,0.000765473550272914
0.000600329161456687,0.000137123651264023,0.000372003233665605,0.000846824086087069,0.000423422179487422,0.000833157607783004
0.000466524251369824,7.8312579443462e-05,0.000331094354479659,0.000625477787122103,0.000352966875335763,0.000609063797714983
0.000370871115896066,5.72670846344523e-05,0.000273163817561239,0.000487424360924606,0.000291484935736083,0.000475434636439982
0.000552192700618921,8.28108017365133e-05,0.000402436017291753,0.000712526321504603,0.000435684691824972,0.000701582167927262
0.000682268269908238,0.000134327660269998,0.000450023323403173,0.000952577392636643,0.000507135846458021,0.000936021985295058
0.00046409711422719,7.07727369318017e-05,0.00034320072244286,0.000605431792774582,0.000363932947650872,0.000591839533957862
0.000501890075565441,7.46648646427557e-05,0.000360215072911369,0.000648629078430411,0.000388084918147091,0.000636522559576269
0.000489267984477206,9.33579105023317e-05,0.000329774199204642,0.000679295009349127,0.000360091326966485,0.000658963446026527
0.000514993775019897,0.000111411160925013,0.000331000384435951,0.000754493356486126,0.000375373290480579,0.000738167783788772
0.000541607949283328,8.14470678025161e-05,0.000396141551202973,0.000712768979903509,0.000421450891299765,0.000689026426491105
0.000537324137284762,8.40597946696381e-05,0.000386441469459619,0.000701910892831307,0.000419829284595922,0.000688627222824431
0.000519803862081683,9.34472518391394e-05,0.000362057415400972,0.000696489095356434,0.000391049178974623,0.000680948662482645
