"urate.mean","urate.sd","urate.hd95.l","urate.hd95.u","urate.q5","urate.q95"
0.000592299792837042,0.000103838446819924,0.000417665416550744,0.000795690657594579,0.000462082245367415,0.000786944755792519
0.000559801899507452,0.000121241899396073,0.000360381868829528,0.000798054026980656,0.000393803925529336,0.000775035378362015
0.000540060979640329,9.9295859315284e-05,0.000359076503508354,0.000731094497865151,0.000394320372178177,0.000715593222306776
0.000519325193388577,9.09318019099915e-05,0.00036005780368809,0.000701896544975356,0.000394439133562127,0.000684359761476017
0.000589201235434858,8.91315301159274e-05,0.000424389303753341,0.00077399522603298,0.000455989789042351,0.000747601266306047
0.000749598506527248,0.000234611892951932,0.000428433104035185,0.00129510389768822,0.000486478930850564,0.00125669902214368
0.000859705965030776,0.000249742947027919,0.000470507823777272,0.00139160127998639,0.000572439537742657,0.00136658876358212
0.000503839144390727,7.87935871570113e-05,0.000356902675286947,0.000647377166197793,0.0003878789504645,0.000638424017153282
0.000592884992492051,0.000150715141143328,0.000341184839435065,0.000874754302650301,0.000411031458433308,0.000860622334519466
0.000510518622401501,0.000120884761162322,0.000301352436007235,0.000730882368407384,0.000352597107841396,0.000721176633425906
0.000756473710258833,0.000172157690826289,0.000459377444474284,0.00109478784941191,0.00052352922897617,0.00108849594531559
0.000539834951376608,0.000112569165874302,0.000343630277905602,0.000762588128756337,0.000385624131055416,0.00074646959955689
0.000565850573552284,0.000140905213168004,0.000335346593391826,0.000847306797398862,0.000384335603584241,0.000832051019951949
0.000597574947441659,0.000113779497750361,0.000394834164751677,0.000813139107565993,0.000442578475596456,0.000804201085103435
0.000700180306648708,0.000170688639976785,0.00040178809273621,0.00102842829212183,0.000477516951239651,0.00100066996967046
0.000536067644557118,9.95584283771513e-05,0.000351577186932536,0.000743029734181083,0.000391070551013272,0.000715670933219986
0.000640521919701316,0.000147688486133768,0.000377917370079066,0.000911650252942159,0.000445878927411883,0.000900429143045721
0.000542239596276072,0.000118499612625064,0.000350713101060521,0.000785261694795259,0.000384625862551775,0.000755310965310034
0.000773910815065611,0.000252842560718137,0.000393919810634731,0.00128218758147258,0.000472388822689032,0.00126445492830676
0.000593706143876219,0.000140298156570656,0.00036274103958445,0.000877438772948555,0.000411942495619602,0.000861085990941576
0.000610441469244402,0.000152256565816114,0.000363500923051142,0.000922382129367038,0.000414977843276477,0.000904579662346019
0.000545861113182483,0.00015469390316252,0.000294766146233891,0.000870574996034913,0.000352861468493521,0.000838488733851659
0.000880418545855686,0.000210886504567532,0.000501825169620537,0.00128587057467287,0.000587763279111827,0.00126856880370111
0.000707413150685798,0.000172945234983071,0.000428593069214677,0.00105651605204031,0.000481685121512585,0.00103183930533759
0.000695123128351395,0.0001491954444362,0.000453321315955988,0.000990233622298589,0.000500931686709476,0.000957430169876167
0.000572717940262808,0.000199697371510763,0.000295252175221375,0.000973885041563585,0.000351436873816148,0.000962743748021197
0.000658030896050795,0.000252665985394122,0.00029543132871342,0.00119306873278344,0.000373246847798597,0.00118054868486232
0.000940413467727434,0.000300361624418609,0.000480635652442509,0.0015505470853303,0.000559066379241581,0.00153037650271491
0.000563894126797053,0.000211014839355135,0.000285249809656847,0.000955400382884641,0.000343753646426317,0.000939953096286955
0.00107830703915554,0.00034159569407952,0.000564606674026984,0.00177770259175511,0.000657831162594747,0.00173877608496972
0.000870746094245081,0.000231778650473021,0.000493946729286007,0.00132729388717632,0.000570959685360365,0.00130031120952182
0.000858674652802523,0.000367902483865995,0.000386680459206405,0.00148769991347231,0.000483685489432338,0.00146543896404068
0.000688903152250083,0.00015938062447486,0.000421988933418291,0.00100109177042806,0.000472513087150537,0.000979767685340056
0.000697173046991074,0.000237799650111012,0.000400040157815647,0.00118459489386441,0.000453495133468502,0.00113434656504633
0.000412144918431597,9.25302337970032e-05,0.000257387757403108,0.00058511902093601,0.000292159771936161,0.000577220120860026
0.000608681899184068,0.000221585216117198,0.000288955287852302,0.00108780039381594,0.000361807465475702,0.00106968400813483
0.000797566821414751,0.000239250517545618,0.000440581071413856,0.00129208531936642,0.000505506192335277,0.00126960540839075
0.000738420044656534,0.000351030882679563,0.000307108766903597,0.00140967549268361,0.000376582351396584,0.0013949053883833
0.000547761949316314,0.000198911766258506,0.000275790279058934,0.000984609935701862,0.000332249055088264,0.000969876239471322
0.000718273460734637,0.000234813100480821,0.000369961428743745,0.00121242956191581,0.000451865673840921,0.0011869321295821
0.000590666079971076,0.000150551038996724,0.000358808475090262,0.000897251301243817,0.000390168486308816,0.000864443025662799
