"arate.mean","arate.sd","arate.l","arate.u","arate.q5","arate.q95","aomega.mean","aomega.sd","aomega.l","aomega.u","aomega.q5","aomega.q95"
0.000421261604066468,4.3931589837705e-05,0.000334394807978223,0.000507545439938048,0.000353720271049603,0.000496699088126238,2.73519705900048,0.597956892240975,1.64453263045396,3.93622721002548,1.86484006992758,3.81272279745274
0.000500539159816567,4.89119980258599e-05,0.000406112727601695,0.000595991672627337,0.000424618911471172,0.000583788539711252,2.35463258144174,0.489891728740779,1.45324783814629,3.31914131479634,1.63525741661869,3.22870088435861
0.000461138313930323,4.62930855358978e-05,0.00037387916303069,0.000552855553971346,0.000388482539292219,0.000538696416202017,3.07807737219995,0.575094978392966,2.00709470070067,4.20569331725289,2.22398434813983,4.09138415713724
0.000458359144883015,4.81041698141527e-05,0.0003640654348595,0.000552387306149601,0.000383603688442378,0.000542057815744236,2.89540201613201,0.595320399626626,1.80874161599878,4.07544192319047,2.00828549658643,3.95679397261934
0.000477003403287557,5.210123896137e-05,0.000374519462429073,0.000579438097224805,0.000397443395186351,0.000568232044356967,3.20164035121942,0.640640094464682,2.07947786764301,4.49819975450898,2.27334244483977,4.32837758951065
0.000521382348950585,5.6913701348469e-05,0.000411300352249952,0.000636285634547681,0.00043319094600548,0.000622292097444792,4.34736176911442,0.765660811341741,2.94949763836927,5.85720800326731,3.22281381396286,5.68883495562853
0.000504354033793171,4.58702393989126e-05,0.000411756322273412,0.00058965900171806,0.000432528941524084,0.00058304758015004,2.34351348220386,0.470670940900238,1.4217713422652,3.23455474913615,1.64593678808838,3.17267003975308
0.000500301671364221,6.58153183079297e-05,0.000384074166990332,0.00063362914468655,0.000403395499266814,0.000616970298324185,5.53839738447475,1.00075371045401,3.67295442001926,7.54479130583637,4.01877703861708,7.34346216664474
0.00048356815327604,5.0332424843727e-05,0.000389859639390908,0.000585115809740385,0.000404646650547674,0.000570912393512796,3.38752469260684,0.649112377931641,2.17491440616075,4.65958640356742,2.43060925895935,4.53383195612849
0.000575764940781695,6.10128206679261e-05,0.000460203811404514,0.000696021063756864,0.000478494524759178,0.000678510815390518,4.28628200620014,0.73504427413073,2.91075312528058,5.72380036145917,3.1722194656424,5.59407418803733
0.000536695508076567,5.08978617859117e-05,0.000442419422878451,0.000638182873984965,0.000458261566597735,0.000623796744737502,3.29310475395943,0.591202942523246,2.15567253020365,4.44647396817233,2.42204061421456,4.34253842362008
0.000541744168598474,5.59337160274829e-05,0.000440893682826354,0.000659119817465265,0.000455967724397239,0.000641257103434024,3.65003934632972,0.716010224767337,2.38696231692656,5.16357261861525,2.60343707029901,4.93396892025195
0.000501957192836411,5.95443990198583e-05,0.000386060508522644,0.000620812709886203,0.000405462171791315,0.000604957128701384,5.30534242421319,0.893585395313331,3.62466622998432,7.09114804871854,3.9749929925448,6.89015678204905
0.000413908873517331,4.34848575557544e-05,0.000328113821949611,0.00049514472707701,0.000344678871159698,0.000487360933354735,3.60110878192373,0.633830914637386,2.47240655585712,4.91145975225889,2.66054069354137,4.72725300978948
0.000358724574314024,4.01723079928422e-05,0.000286100541846199,0.00044098505518517,0.000296629711355883,0.000429208286943973,3.17203505251858,0.629301665905578,1.96848429581716,4.38766438507354,2.23077631740265,4.29005586915982
0.000484458509688477,5.04904895908949e-05,0.000387703985113299,0.000586763048490617,0.000405716652615441,0.000572947487363567,3.28171244902552,0.628402193366326,2.11120504825573,4.51263280394385,2.34499624994031,4.39278853574405
0.000505364583829233,6.0777546529304e-05,0.000386453622309702,0.00062290119168852,0.000406777641547386,0.000607182331072996,5.56596355865714,0.981022211267827,3.83269872898831,7.5572273325846,4.12106661425026,7.30727863860261
0.000394413907403248,4.33766430005301e-05,0.000315813286210606,0.000482453493177256,0.000328345284886496,0.000469538895373222,3.76845612144106,0.685920644957987,2.49175899543491,5.10142272623059,2.76943862017261,4.97644709885893
0.000442456756482765,4.98111759394813e-05,0.000344487603522041,0.000535570603297598,0.000366064274752439,0.000528637705811182,3.6690112752859,0.687741840938916,2.4283513704576,5.03321619228255,2.68520256242862,4.89681311796157
0.000385313651122576,4.77742311717522e-05,0.000299582010599459,0.000483669432807965,0.0003130269152163,0.000469691124721889,3.41378842401566,0.688413472741276,2.16525405027639,4.78916593510756,2.41138557474858,4.64195585938527
0.000374894685986578,4.53425574712201e-05,0.000291790024840414,0.000463924850688978,0.000305205739357695,0.000452762547697815,4.7356490169318,0.844753933587354,3.18203886308737,6.4472369997052,3.49288069890103,6.22424964280894
0.000506085690842523,6.11021577920342e-05,0.00038659348443711,0.000625846496676722,0.000407686391004522,0.000610224337810324,4.54637469170326,0.893157275799567,2.94080508832684,6.29927106035159,3.26086669121218,6.13000316348033
0.000493798579114515,5.03686299427752e-05,0.000396770030164886,0.000591151181232313,0.000413383067407151,0.00057841332845427,3.73874653940659,0.708016102186378,2.4666666103937,5.16605348192678,2.70470150358185,5.00578256269225
0.000446117847057983,4.93709463355536e-05,0.000353122025319812,0.000542021488581659,0.000370680991613661,0.000532131324211808,5.03464788101304,0.906469222960823,3.44496022507339,6.83206215741395,3.75195305325394,6.604375121257
0.000571014024622516,6.04416184342488e-05,0.000456774867530536,0.000689227711393053,0.000474857193000514,0.000673283045836073,4.91372033880196,0.864134407546594,3.34521851985671,6.62963560025796,3.63346832976854,6.42163797484872
0.000447907410924926,5.7593302172508e-05,0.000341428526481398,0.000566270502124472,0.000359285232325887,0.00055106275722553,5.7405544921669,1.01770400601643,3.81238738727873,7.74079067356963,4.23308424987524,7.56591215707902
0.000461553026334062,5.40418982004542e-05,0.000357260909106305,0.000565884074767637,0.000380120049211246,0.000553122094050193,4.59591543390281,0.905662392714974,2.90744279669695,6.368799570214,3.23695672163539,6.19875427686972
0.000477795582522188,5.62832096455689e-05,0.000367709029972307,0.000585003160862654,0.00038883395552896,0.000573546037087074,6.06407673231646,0.998236289543085,4.19548742585054,7.99295256257894,4.53546143941444,7.77888185179032
0.000560510721541912,5.92904272963041e-05,0.000446612636660432,0.00067580683932314,0.000467534904846777,0.000661304417502904,4.00701423515453,0.738264051590073,2.68403060582441,5.47369762868913,2.90783701099041,5.30245816709622
0.00047118429741941,6.91815799316289e-05,0.000351013295969079,0.000614815912864816,0.000370124944034884,0.000595769096682385,6.27578595451329,1.30794764378523,3.98401673066047,8.8411346657265,4.40497822737815,8.64645128824111
0.000579200685400442,7.78827368654393e-05,0.000427110300605416,0.000735919780422779,0.000453330596992197,0.000711656936893025,7.87359910524237,1.20468478627074,5.60228826838297,10.2918418256369,6.01649738352563,9.95618311528449
0.000471720712375671,5.33291006098129e-05,0.000374123114939981,0.000579273650044393,0.000390600544156309,0.000563280442443228,4.29463815135369,0.76518909433001,2.93220557455343,5.84194164951504,3.19945602618939,5.68089601920627
0.000453254848241858,5.56595487703478e-05,0.000346727582768864,0.000563835482704412,0.000365865049845223,0.000548669288795024,5.36814342599124,0.959147548526832,3.64566089701585,7.30460482106582,3.95739555540468,7.07797330455638
0.000396758733590784,5.30172273875645e-05,0.000295315143254404,0.000502445160220238,0.000314544466861838,0.000490707918976362,5.32611444685229,0.965606543480863,3.58761336404655,7.24854535094542,3.88137465498479,7.04150019821544
0.000536345934311071,7.21208698827974e-05,0.000400723612581073,0.000684287772999368,0.000422999127758089,0.000662758096970989,5.19569873468458,0.937099944601704,3.47479902438954,7.05351140146921,3.84104833909199,6.85985590850906
0.00038525784105733,5.50454207106109e-05,0.00028125673632674,0.000494983260803153,0.00029918968266634,0.000483448365636851,5.78348479820433,0.986288247963789,3.89894637792035,7.68232300617027,4.33049168533089,7.51669668433342
0.000419075023302132,6.06765732631556e-05,0.000308140943300345,0.000542671912030506,0.000328190686285945,0.000527736828924227,5.9698293846583,1.12058756046173,3.94093021546983,8.23124157057529,4.34169702043815,7.99140118320479
