"tmrca.true","atmrca.mean","atmrca.sd","atmrca.hd95.l","atmrca.hd95.u","atmrca.q5","atmrca.q95"
1989.67991365313,1983.34394881913,4.79449740532481,1973.67476449019,1992.39294155366,1975.01721458915,1990.82355196237
2004.28127238865,2002.28472327106,1.84466612864917,1998.67752479068,2005.64397570715,1998.99157999133,2004.94526612878
1997.47151518651,1998.7093748137,2.12711906821291,1994.53234848635,2002.76974030032,1995.00808482925,2002.1320882068
2006.93835315588,2005.28655840251,1.76498440150642,2001.75103906292,2008.2126126169,2001.99839619456,2007.65587448266
2003.74782793358,2003.76387665812,1.61063887945389,2000.61169625901,2006.7782712313,2000.8213712139,2006.16968417946
2003.54338519981,2003.56495212818,1.57812593893249,2000.45382094507,2006.58109835258,2000.80936027289,2006.01678395218
1998.05400162243,1990.66318501265,4.03577553563905,1983.0399397604,1998.49825340735,1983.63368377186,1996.74577633737
1996.38123422171,1996.12828129401,3.13419102082958,1989.84263521671,2002.03053945983,1990.52555222121,2000.81259863057
2001.90018861078,2003.05348335413,1.66804100420749,1999.81102173294,2006.17303337308,2000.04616407134,2005.45671091796
2004.38082441995,2003.07241766417,1.70272533337229,1999.70344679796,2006.08959537107,2000.01342467438,2005.54767486731
2001.26246146747,1998.47382897727,2.58123821618778,1993.32969445634,2003.20020918193,1993.87739956655,2002.34025118284
1997.85412750201,1995.65973432066,2.86942881880237,1990.06960547993,2000.98273912562,1990.71263654844,1999.92237718765
2002.03514423925,2002.79693399517,2.09089460416952,1998.77495562926,2006.56145016589,1999.09176842011,2005.7374411913
1988.28636218489,1989.95844588908,3.99089988269744,1981.60157658622,1997.0598063407,1982.69379797673,1995.78610941583
2004.82866433756,2006.68975307358,1.10711222394973,2004.52487809714,2008.48214748298,2004.69910572271,2008.10613245546
1996.11880328942,1997.95624050561,2.31916100356357,1993.50789185767,2002.15969784549,1993.95699938758,2001.50590427089
2006.65217585605,2005.43684534355,1.99683197155503,2001.56167241585,2008.85649667075,2001.75591858869,2008.15876586843
2003.69839692813,2004.37745606352,1.77480171965594,2000.86215628759,2007.53694670724,2001.10907606784,2006.89630192153
2005.16952978007,2003.80244370787,1.62258504393678,2000.60295124228,2006.75678863849,2000.8695462742,2006.1709482757
2001.75122460761,2001.17546021402,2.27293020609637,1996.78638505963,2005.6145563701,1997.19130375975,2004.58556979691
2003.62767505501,2002.21705043095,2.27366792852583,1997.88846483525,2006.59561574327,1998.18456260956,2005.63999867888
1998.95096916697,1999.32576428399,2.61828321368678,1994.2205411412,2004.32689997331,1994.77685237017,2003.30124881786
2007.58793207508,2005.92417556542,1.44877121487196,2003.16170180013,2008.50454435195,2003.30980176097,2007.95632917185
1993.44653048468,1995.09269799679,3.3633899222839,1988.57198599291,2001.49486267517,1989.24474678507,2000.19972634667
2003.79859109526,2002.89402421577,1.96834064331512,1999.12730780056,2006.54181258276,1999.34766594773,2005.71524319157
2005.45917866514,2003.91176660462,1.67512783944664,2000.59930873051,2007.09571122235,2000.90504056432,2006.41793717665
2002.60003550772,2001.23112361053,2.14131357007691,1997.05707446874,2005.33620246911,1997.50164525277,2004.54898081986
2006.31372968033,2006.79757415426,1.247284420475,2004.28309430158,2008.84637233939,2004.40807051364,2008.37867236295
2003.83394162606,2002.15423406375,2.16314265297746,1997.75924784692,2006.05912112532,1998.24003359697,2005.30433394325
2002.64483576273,2003.51602640733,2.02615903850918,1999.44763251241,2007.07115155354,1999.80611651295,2006.43598385087
2005.2723623494,2005.10914136098,1.54227532598497,2001.96569627601,2007.71197616003,2002.20701281932,2007.21012912121
2001.95382592549,1999.65411028473,2.86997190881764,1993.57648176078,2004.76895770649,1994.54803279695,2003.87275354565
2004.09562215555,2000.61996942243,2.91203485691695,1994.85724812873,2005.76352074275,1995.26340924934,2004.7289780814
1996.39565961769,1998.35720771114,2.80247393528865,1992.43405906916,2003.32829397413,1993.21581046951,2002.44868025711
2000.27596450739,1996.08607831879,3.98197655346647,1988.06219807964,2003.10236019731,1988.96381642136,2001.86746232133
1990.17880135,1997.58002097269,3.04789170186309,1992.06893973241,2003.51273568566,1992.37139192132,2002.15153707869
2000.78666347065,2002.64412522395,2.65645570939652,1997.31518223519,2007.18779838831,1997.70973463245,2006.34279249639
2002.40191371382,2002.04480086446,3.01305642209368,1996.09148650425,2006.96525046828,1996.39401330363,2006.00441374777
2003.43242102665,2001.65270490826,2.30342597045188,1997.14727700159,2005.67596507134,1997.51378113976,2004.8786915667
2005.00450178832,1999.35841946008,2.96063447646397,1993.53240757303,2004.77646572266,1994.0760960184,2003.63464283996
1999.85664797561,2001.17858012306,2.4904109865445,1996.49472637686,2006.1179341009,1997.03562776995,2005.2439879978
1998.84650644969,2002.81658282868,2.52349940090603,1998.2111690526,2007.6314087718,1998.45944181591,2006.73582138413
2007.06882032271,2001.46732849116,2.81345213677603,1995.63859469388,2006.14178772099,1996.21274642014,2005.3730325279
2003.41736796509,2003.38667762727,1.67152062763927,2000.09126670867,2006.43593043611,2000.47113206858,2005.90144378169
2001.84190207918,2005.77765772769,1.72110456306923,2002.31570636327,2008.50133058037,2002.49621947333,2007.93530778795
2004.94822363333,2005.71934218138,1.42503943642215,2002.9312140937,2008.1314985456,2003.10852800112,2007.65815587236
2002.64794126253,1998.26153838665,3.5661717244338,1991.154479326,2004.65076748169,1991.79218644572,2003.40385795427
1991.8169718745,1993.82638501847,4.1536734767876,1986.00165515358,2001.89730140869,1986.71527694388,2000.15872639333
2006.17929789577,2005.23971855006,1.75886864907897,2001.71310031816,2008.16200880293,2002.01375791626,2007.67236077703
1994.46865715763,1987.63062504528,5.34651192381871,1977.09758880088,1997.50681087499,1978.03269455775,1995.5318477553
2002.04395671505,2002.14814493106,2.49273721442874,1997.29288395628,2006.75592325129,1997.6470641014,2005.71959248611
2002.35663054229,2000.62836987294,3.02112040872451,1994.76853303089,2006.26817802229,1995.20568079584,2005.10820769991
