#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="coalescent" spec="beast.evolution.tree.coalescent.Coalescent">
#        <populationModel id="ConstantPopulation" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#            <parameter id="popSize" name="popSize" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </populationModel>
#        <treeIntervals id="TreeIntervals" spec="beast.evolution.tree.coalescent.TreeIntervals">
#            <tree clusterType="upgma" id="tree" spec="beast.util.ClusterTree">
#            </tree>
#        </treeIntervals>
#    </distribution>
#    <distribution data="@alignment" id="treeLikelihood" spec="beast.evolution.likelihood.TreeLikelihood" tree="@tree">
#        <siteModel id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#            <substModel id="hky" spec="beast.evolution.substitutionmodel.HKY">
#                <parameter id="hky.kappa" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <frequencies data="@alignment" id="freqs" spec="beast.evolution.substitutionmodel.Frequencies"/>
#            </substModel>
#        </siteModel>
#        <branchRateModel id="branchRates" spec="beast.evolution.branchratemodel.RandomLocalClockModel" tree="@tree">
#            <indicators dimension="10" id="indicators" spec="beast.core.parameter.BooleanParameter">false</indicators>
#            <parameter dimension="10" id="rates" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter" upper="100.0">1.0</parameter>
#        </branchRateModel>
#    </distribution>
#</input>
#
Sample	coalescent	treeLikelihood	tree.height	popSize	hky.kappa	indicators1	indicators2	indicators3	indicators4	indicators5	indicators6	indicators7	indicators8	indicators9	indicators10	rates1	rates2	rates3	rates4	rates5	rates6	rates7	rates8	rates9	rates10	posterior
5700	8.049935929051827	-1812.6189903269333	0.06518862219672085	0.08675027153989831	29.94513333399392	0	0	0	0	0	1	0	0	0	0	0.35269976471578823	4.372034180771044	5.677211323089165	8.797851776847097	1.7004943523554605	0.7534583525788918	0.20623991263202646	0.8781612491880821	0.6330407146414496	2.8557873569814896	-1804.5690543978815
5800	8.237101889465793	-1814.4942625464591	0.06518862219672085	0.06403218351055089	29.94513333399392	0	0	0	0	0	0	0	0	0	0	0.35269976471578823	4.372034180771044	5.677211323089165	8.797851776847097	1.7004943523554605	0.5929735704451934	0.20623991263202646	1.4074121562442483	0.6330407146414496	4.204647116564808	-1806.2571606569934
5900	7.611973120831266	-1815.0148665874356	0.06518862219672085	0.07829102305194172	16.895318133951626	0	0	0	0	0	0	0	0	0	0	0.35269976471578823	4.372034180771044	5.677211323089165	8.797851776847097	0.9622451084107863	0.5929735704451934	0.20623991263202646	1.4074121562442483	0.6330407146414496	3.298811823609702	-1807.4028934666044
6000	7.622733690261166	-1817.3642387318007	0.06518862219672085	0.10714958855586823	33.61086213085985	0	0	0	0	0	0	0	0	0	0	0.35269976471578823	3.8608243949896943	5.677211323089165	8.797851776847097	0.9622451084107863	0.6890791285966361	0.16028340497482826	1.4074121562442483	0.6330407146414496	3.298811823609702	-1809.7415050415395
6100	7.057592312554403	-1814.1138108150608	0.06518862219672085	0.05344671090115957	30.41186357997452	0	0	0	0	0	0	0	0	0	0	0.35269976471578823	4.582804895615153	5.677211323089165	8.797851776847097	0.9115799884096752	0.6890791285966361	0.16028340497482826	1.4074121562442483	0.6330407146414496	3.298811823609702	-1807.0562185025065
6200	8.525755249373228	-1815.731419163773	0.06273568763949605	0.07342889957362157	30.47869103040382	0	0	0	0	0	0	0	0	0	0	0.35269976471578823	4.582804895615153	5.9266694913184095	8.797851776847097	0.9115799884096752	0.6890791285966361	0.263536318580605	1.4074121562442483	1.1462057447930714	3.298811823609702	-1807.2056639143996
6300	8.229793465901153	-1814.7735389378242	0.054155219219211424	0.08711695614569546	30.47869103040382	0	0	0	0	0	0	0	0	0	0	0.6241761737728256	4.582804895615153	5.076042403177381	8.797851776847097	0.9115799884096752	0.9613622376696048	0.263536318580605	1.4074121562442483	1.48159928386455	3.298811823609702	-1806.543745471923
6400	7.461110600708763	-1815.8549012894932	0.0666439568786334	0.09389643504286103	34.99055578551837	0	0	0	0	0	0	0	0	0	0	0.6241761737728256	5.791314767994234	5.076042403177381	8.797851776847097	0.9115799884096752	0.9613622376696048	0.263536318580605	1.4074121562442483	0.9335310900162604	3.5859137565530204	-1808.3937906887845
6500	8.29371001059516	-1817.199245853123	0.0666439568786334	0.10597651490537154	30.079677302380915	0	0	0	0	0	0	0	0	0	0	0.6241761737728256	5.791314767994234	5.076042403177381	8.797851776847097	0.9115799884096752	1.8729542072820482	0.263536318580605	1.4074121562442483	0.9335310900162604	5.569444806255607	-1808.905535842528
6600	8.021715741456351	-1814.6111602821816	0.07794836021283764	0.11947664817760441	31.09620895284894	0	0	0	0	0	0	0	0	0	1	0.6241761737728256	5.791314767994234	5.076042403177381	7.084023948589576	0.9115799884096752	1.2340462878875886	0.263536318580605	1.4074121562442483	0.9335310900162604	5.569444806255607	-1806.5894445407253
6700	8.428111644063822	-1813.752196106142	0.0788600316785389	0.0768593791337575	25.523281306992743	0	1	0	0	0	0	0	0	0	1	0.6241761737728256	5.791314767994234	5.076042403177381	6.91916452772808	0.9115799884096752	1.2340462878875886	0.263536318580605	1.4074121562442483	0.9335310900162604	10.012124666274458	-1805.3240844620782
6800	8.188663830947792	-1814.6987421245801	0.0788600316785389	0.09529997598867052	29.08280814341215	0	1	0	0	0	0	0	0	0	1	0.6241761737728256	5.791314767994234	9.366962468696627	6.91916452772808	0.9115799884096752	1.2340462878875886	0.263536318580605	1.040740633919242	0.9335310900162604	10.012124666274458	-1806.5100782936324
6900	7.903776398762854	-1815.423410546786	0.07431271330208915	0.13792513026648873	24.274216349081325	0	1	0	0	0	0	0	0	0	1	1.0482381676972319	5.791314767994234	9.366962468696627	6.91916452772808	0.9115799884096752	1.2573504100422142	0.263536318580605	1.040740633919242	0.9335310900162604	10.012124666274458	-1807.5196341480232
7000	8.008317324959384	-1819.4433863342424	0.08237396722543168	0.11742582715635483	12.435258583730352	0	0	0	0	0	0	0	0	0	1	1.0482381676972319	5.791314767994234	9.366962468696627	6.91916452772808	0.9115799884096752	1.2573504100422142	0.263536318580605	0.6971740037006433	1.003369459406304	10.012124666274458	-1811.435069009283
7100	9.358716153785014	-1817.0411570030362	0.0688884498037122	0.03886981487070757	17.66082423958805	0	0	0	0	0	0	0	0	0	1	1.0482381676972319	5.791314767994234	11.91284329051062	6.91916452772808	0.9115799884096752	2.0178660747887185	0.263536318580605	0.6971740037006433	1.003369459406304	10.012124666274458	-1807.6824408492512
7200	8.293644060809921	-1814.1022357697534	0.07825146290492052	0.09553408260653388	41.29372572815777	0	0	0	0	0	0	0	0	0	1	1.0482381676972319	5.791314767994234	11.91284329051062	9.348260786679996	0.9115799884096752	2.0178660747887185	0.18842879683149316	0.6971740037006433	1.003369459406304	10.012124666274458	-1805.8085917089436
7300	8.904584117474908	-1814.6255153869056	0.08054637435923773	0.064971277962341	48.286116475126605	0	0	0	0	0	0	0	0	0	1	1.7554716413850653	5.791314767994234	14.622755062134067	9.348260786679996	0.9115799884096752	1.79710227215208	0.18842879683149316	0.6971740037006433	0.8066267577446952	10.012124666274458	-1805.7209312694306
7400	8.512592159124749	-1814.4021507939776	0.08054637435923773	0.10834736231451732	41.11051977712502	0	0	0	0	0	0	0	0	0	1	2.4708751929903325	5.791314767994234	14.622755062134067	9.348260786679996	0.8619619687651456	1.79710227215208	0.18842879683149316	0.6971740037006433	0.9101738017541077	10.012124666274458	-1805.8895586348528
7500	8.154097857352907	-1819.0254881464946	0.084842948602818	0.13151803945931875	23.897317138656827	0	0	0	0	0	0	0	0	0	1	2.4708751929903325	11.36291668537404	14.622755062134067	13.840651940999678	0.8619619687651456	1.79710227215208	0.34341367246181764	0.6971740037006433	0.9101738017541077	10.012124666274458	-1810.8713902891416
7600	8.878618756622922	-1816.7812008298204	0.08295693010972398	0.10053130411541863	19.767007686604085	0	0	0	0	0	0	0	0	0	1	2.4708751929903325	11.36291668537404	14.622755062134067	13.840651940999678	0.8619619687651456	1.79710227215208	0.34341367246181764	1.3113765149896912	0.9101738017541077	10.012124666274458	-1807.9025820731974
7700	9.499570644867614	-1815.1993702435816	0.07161899917078542	0.04886942516873658	38.07325305889786	0	0	0	0	0	0	0	0	0	1	1.6659458679400478	11.36291668537404	19.748054430384013	13.840651940999678	0.8619619687651456	2.4412702081515154	0.34341367246181764	1.1957255896964787	0.9101738017541077	9.459924018807083	-1805.699799598714
7800	7.661106147434303	-1814.2244245505794	0.08496936981996206	0.11518559797541761	33.31431361231741	0	0	0	0	0	0	0	0	0	1	1.6659458679400478	11.36291668537404	13.444237174113786	26.587186161338636	0.8619619687651456	2.4412702081515154	0.34341367246181764	1.1957255896964787	1.2235077644845584	7.97640329996151	-1806.563318403145
7900	8.401423704937585	-1813.2178915025634	0.08496936981996206	0.089188956978698	33.31431361231741	0	0	0	0	0	0	0	0	0	1	1.6659458679400478	23.638522571780122	8.0334234586408	19.749854977733325	0.8619619687651456	3.5460464573418173	0.3478761907568037	1.1957255896964787	0.7966401254334491	7.97640329996151	-1804.8164677976258
8000	7.874211698353973	-1814.293309572703	0.08687714620275025	0.10180986883788729	26.740422964961017	0	0	0	0	0	0	0	0	0	1	1.6659458679400478	23.638522571780122	8.0334234586408	32.449417212582205	0.8619619687651456	3.5460464573418173	0.3478761907568037	1.1957255896964787	1.067507643360415	7.97640329996151	-1806.419097874349
8100	8.118618907407416	-1815.6770465926643	0.08687714620275025	0.10180986883788729	33.8060579831369	0	0	1	0	0	0	0	0	0	1	2.8398799470487552	23.638522571780122	12.768672161276447	32.449417212582205	0.8619619687651456	3.5460464573418173	0.3478761907568037	0.8884167127083857	1.067507643360415	7.97640329996151	-1807.558427685257
8200	7.567428247855998	-1816.129923181336	0.07494598049357117	0.15016833303182084	19.711882731274244	0	0	0	0	0	0	0	0	0	1	4.962272932869321	18.15507136826454	12.768672161276447	32.449417212582205	1.2490864093619896	3.5460464573418173	0.3478761907568037	0.8884167127083857	1.067507643360415	10.684790614976025	-1808.56249493348
8300	8.71981889378503	-1816.66052952068	0.06641955526110041	0.08320113194485733	36.75919112574909	0	0	0	0	0	0	0	0	0	1	4.549286887113992	18.15507136826454	10.973639567568727	32.449417212582205	0.4754566974927927	4.500286502385448	0.3478761907568037	2.092070090208362	1.083288446595764	10.684790614976025	-1807.940710626895
8400	7.7727985988979515	-1815.4139755942454	0.07005957202250382	0.13613130524591588	36.75919112574909	0	0	0	0	0	0	0	0	0	1	4.549286887113992	11.501557640215573	10.973639567568727	32.449417212582205	0.4754566974927927	4.500286502385448	0.2950990047192922	2.6460390097772404	1.083288446595764	10.684790614976025	-1807.6411769953475
8500	5.712122060675866	-1817.4203118358025	0.07005957202250382	0.24600042889800727	21.153246529729294	0	0	0	0	0	0	0	0	0	1	4.549286887113992	11.501557640215573	10.973639567568727	32.449417212582205	0.4754566974927927	4.521396200103565	0.34281245720687964	2.6460390097772404	1.083288446595764	10.684790614976025	-1811.7081897751266
8600	7.348911604736048	-1816.2235939076927	0.06985538136476852	0.14163896679103427	19.043300390438997	0	0	0	0	0	0	0	0	0	1	2.555421904637832	11.501557640215573	10.973639567568727	32.449417212582205	0.6296661203425433	4.521396200103565	0.34281245720687964	2.6460390097772404	1.083288446595764	8.638118281524143	-1808.8746823029567
8700	7.5080895307050906	-1817.3593672172256	0.06985538136476852	0.13551948313239906	19.77718239191476	0	0	0	0	0	0	0	0	0	1	2.555421904637832	11.501557640215573	7.826212822168355	51.735041864057116	0.929621719851609	4.521396200103565	0.34281245720687964	2.6460390097772404	1.083288446595764	8.638118281524143	-1809.8512776865205
8800	8.092845084712925	-1817.7129638883657	0.06985538136476852	0.1043144607399091	26.26936575848759	0	1	0	0	0	0	0	0	0	1	2.555421904637832	8.895616204892113	7.826212822168355	51.735041864057116	1.270359725977573	4.521396200103565	0.34281245720687964	2.6460390097772404	1.083288446595764	8.638118281524143	-1809.6201188036528
8900	8.888317714638145	-1818.2408377340628	0.0665287041945754	0.10762923554361654	31.37075902613495	0	1	0	0	0	0	0	0	0	1	3.360093193502728	8.895616204892113	7.826212822168355	75.83741645844202	1.270359725977573	4.302516613990723	0.34281245720687964	6.763171649446325	1.2168687024687954	6.8367515992274015	-1809.3525200194247
9000	7.982870109715009	-1816.0542140468592	0.0665287041945754	0.12995049159753716	31.37075902613495	0	1	0	0	0	0	0	0	0	1	3.360093193502728	8.895616204892113	12.868844811117173	89.1089722062191	1.270359725977573	2.608456780235991	0.4439530510605456	6.763171649446325	1.2168687024687954	3.477008951675157	-1808.0713439371443
9100	9.335353515816227	-1818.1078134501997	0.0665287041945754	0.0860103423396504	33.77940968159065	0	1	0	0	0	0	0	0	0	1	4.690117124821295	8.895616204892113	12.868844811117173	89.1089722062191	1.270359725977573	1.464796277443164	0.4439530510605456	6.763171649446325	1.2168687024687954	3.477008951675157	-1808.7724599343835
9200	7.860780077781127	-1816.8638146008698	0.06696781640769792	0.13423096255995412	42.558452443899874	1	1	0	0	0	0	0	0	0	1	5.460426170617577	8.895616204892113	12.868844811117173	89.1089722062191	1.270359725977573	1.464796277443164	0.39568607356136537	6.763171649446325	1.1718334610147199	3.477008951675157	-1809.0030345230887
9300	6.885470759730405	-1817.0950960129878	0.08505304226127584	0.17763821830725351	42.558452443899874	0	1	0	0	0	0	0	0	0	1	5.460426170617577	8.895616204892113	12.868844811117173	89.1089722062191	1.270359725977573	1.464796277443164	0.46756511889332353	14.702029570286808	1.3218091055530266	3.477008951675157	-1810.2096252532574
9400	7.736727312902531	-1816.3133853522402	0.09005358001819633	0.132020608678628	38.38502930440578	0	1	0	0	0	0	0	0	0	1	5.460426170617577	8.895616204892113	12.868844811117173	89.1089722062191	1.270359725977573	1.6191556975394519	0.41596345477762686	14.702029570286808	1.3218091055530266	3.477008951675157	-1808.5766580393376
9500	7.259252606540217	-1816.9850903040867	0.09005358001819633	0.1462929871944437	22.597940020143184	0	0	0	0	0	0	0	0	0	1	5.460426170617577	8.895616204892113	12.868844811117173	68.32994485176539	0.7777253234133898	1.6191556975394519	0.41596345477762686	14.702029570286808	1.3218091055530266	3.477008951675157	-1809.7258376975465
9600	4.939627343789572	-1819.7985276677898	0.07511567463605855	0.2951743822180508	38.76781213285652	0	0	0	0	0	0	0	0	0	0	5.460426170617577	8.895616204892113	12.868844811117173	68.32994485176539	1.3608186347806992	1.6191556975394519	0.41596345477762686	14.702029570286808	1.310559441308367	3.477008951675157	-1814.8589003240002
9700	4.546368785472854	-1822.2622248223358	0.08270843449615865	0.2951743822180508	38.76781213285652	0	0	0	0	0	0	0	0	0	0	5.460426170617577	8.895616204892113	12.868844811117173	68.32994485176539	1.3608186347806992	1.6191556975394519	0.41596345477762686	14.702029570286808	2.4787771425478473	3.477008951675157	-1817.715856036863
9800	5.480205191528653	-1820.2278084847405	0.06834267240092821	0.2325775955072196	38.76781213285652	0	0	0	0	0	0	0	0	0	0	8.911132344969593	8.895616204892113	13.101489937693387	86.29705192874077	1.3608186347806992	1.6191556975394519	0.296601936267645	15.772938784019125	2.4787771425478473	3.477008951675157	-1814.7476032932118
9900	5.549334289463809	-1816.6351687816318	0.06834267240092821	0.2325775955072196	41.13336185133734	0	0	0	0	0	0	0	0	0	0	8.911132344969593	8.895616204892113	13.101489937693387	86.29705192874077	1.3608186347806992	1.6224393829240074	0.296601936267645	15.772938784019125	2.4787771425478473	3.477008951675157	-1811.085834492168
10000	6.60328366907032	-1816.5934012333141	0.05993570437247323	0.1819699549830672	28.486955999698036	0	0	0	0	0	0	0	0	0	0	8.911132344969593	8.895616204892113	13.101489937693387	86.29705192874077	2.7168853643795328	1.6224393829240074	0.296601936267645	15.772938784019125	1.410692761261239	2.6574954631719274	-1809.9901175642437
